"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
297,24 Aug 2022 02:55:15.795,24 Aug 2022 03:02:58.516,462.721
298,24 Aug 2022 14:29:25.730,24 Aug 2022 14:37:22.178,476.448
299,24 Aug 2022 16:06:39.814,24 Aug 2022 16:09:56.514,196.699
300,25 Aug 2022 01:18:22.078,25 Aug 2022 01:23:12.140,290.062
301,25 Aug 2022 02:51:58.324,25 Aug 2022 02:59:41.691,463.367
302,25 Aug 2022 14:26:08.794,25 Aug 2022 14:34:04.889,476.095
303,25 Aug 2022 16:03:20.757,25 Aug 2022 16:06:41.998,201.241
304,26 Aug 2022 01:15:06.643,26 Aug 2022 01:19:53.930,287.286
305,26 Aug 2022 02:48:40.860,26 Aug 2022 02:56:24.859,463.999
306,26 Aug 2022 14:22:51.861,26 Aug 2022 14:30:47.591,475.730
307,26 Aug 2022 16:00:01.757,26 Aug 2022 16:03:27.421,205.664
308,27 Aug 2022 01:11:51.231,27 Aug 2022 01:16:35.700,284.469
309,27 Aug 2022 02:45:23.404,27 Aug 2022 02:53:08.023,464.619
310,27 Aug 2022 14:19:34.933,27 Aug 2022 14:27:30.287,475.355
311,27 Aug 2022 15:56:42.813,27 Aug 2022 16:00:12.787,209.975
312,28 Aug 2022 01:08:35.841,28 Aug 2022 01:13:17.450,281.610
313,28 Aug 2022 02:42:05.954,28 Aug 2022 02:49:51.182,465.228
314,28 Aug 2022 14:16:18.008,28 Aug 2022 14:24:12.977,474.969
315,28 Aug 2022 15:53:23.919,28 Aug 2022 15:56:58.100,214.181
316,29 Aug 2022 01:05:20.474,29 Aug 2022 01:09:59.180,278.706
317,29 Aug 2022 02:38:48.512,29 Aug 2022 02:46:34.337,465.826
318,29 Aug 2022 14:13:01.087,29 Aug 2022 14:20:55.661,474.574
319,29 Aug 2022 15:50:05.074,29 Aug 2022 15:53:43.361,218.287
320,30 Aug 2022 01:02:05.132,30 Aug 2022 01:06:40.889,275.758
321,30 Aug 2022 02:35:31.076,30 Aug 2022 02:43:17.491,466.415
322,30 Aug 2022 14:09:44.171,30 Aug 2022 14:17:38.339,474.168
323,30 Aug 2022 15:46:46.276,30 Aug 2022 15:50:28.576,222.300
