"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
308,4 Sep 2022 06:15:45.188,4 Sep 2022 06:22:48.738,423.550
309,4 Sep 2022 07:52:44.822,4 Sep 2022 07:56:42.201,237.380
310,4 Sep 2022 17:58:06.167,4 Sep 2022 18:02:18.332,252.165
311,4 Sep 2022 19:32:08.332,4 Sep 2022 19:39:07.383,419.051
312,5 Sep 2022 06:12:28.938,5 Sep 2022 06:19:31.113,422.174
313,5 Sep 2022 07:49:25.229,5 Sep 2022 07:53:27.333,242.104
314,5 Sep 2022 17:54:51.169,5 Sep 2022 17:58:58.874,247.705
315,5 Sep 2022 19:28:50.689,5 Sep 2022 19:35:51.157,420.468
316,6 Sep 2022 06:09:12.700,6 Sep 2022 06:16:13.478,420.778
317,6 Sep 2022 07:46:05.699,6 Sep 2022 07:50:12.403,246.705
318,6 Sep 2022 17:51:36.226,6 Sep 2022 17:55:39.357,243.130
319,6 Sep 2022 19:25:33.055,6 Sep 2022 19:32:34.922,421.868
320,7 Sep 2022 06:05:56.472,7 Sep 2022 06:12:55.837,419.365
321,7 Sep 2022 07:42:46.227,7 Sep 2022 07:46:57.418,251.190
322,7 Sep 2022 17:48:21.344,7 Sep 2022 17:52:19.779,238.435
323,7 Sep 2022 19:22:15.429,7 Sep 2022 19:29:18.675,423.246
324,8 Sep 2022 06:02:40.257,8 Sep 2022 06:09:38.186,417.929
325,8 Sep 2022 07:39:26.812,8 Sep 2022 07:43:42.378,255.566
326,8 Sep 2022 17:45:06.526,8 Sep 2022 17:49:00.139,233.613
327,8 Sep 2022 19:18:57.812,8 Sep 2022 19:26:02.418,424.606
328,9 Sep 2022 05:59:24.053,9 Sep 2022 06:06:20.528,416.475
329,9 Sep 2022 07:36:07.451,9 Sep 2022 07:40:27.290,259.839
330,9 Sep 2022 17:41:51.772,9 Sep 2022 17:45:40.426,228.654
331,9 Sep 2022 19:15:40.204,9 Sep 2022 19:22:46.149,425.945
332,10 Sep 2022 05:56:07.861,10 Sep 2022 06:03:02.859,414.999
333,10 Sep 2022 07:32:48.140,10 Sep 2022 07:37:12.155,264.015
334,10 Sep 2022 17:38:37.089,10 Sep 2022 17:42:20.639,223.549
335,10 Sep 2022 19:12:22.605,10 Sep 2022 19:19:29.864,427.260
336,11 Sep 2022 05:52:51.681,11 Sep 2022 05:59:45.182,413.502
337,11 Sep 2022 07:29:28.878,11 Sep 2022 07:33:56.967,268.089
338,11 Sep 2022 17:35:22.485,11 Sep 2022 17:39:00.773,218.288
339,11 Sep 2022 19:09:05.014,11 Sep 2022 19:16:13.576,428.562
340,12 Sep 2022 05:49:35.513,12 Sep 2022 05:56:27.496,411.983
341,12 Sep 2022 07:26:09.662,12 Sep 2022 07:30:41.741,272.079
342,12 Sep 2022 17:32:07.962,12 Sep 2022 17:35:40.818,212.856
343,12 Sep 2022 19:05:47.432,12 Sep 2022 19:12:57.275,429.844
344,13 Sep 2022 05:46:19.357,13 Sep 2022 05:53:09.800,410.443
